Iteration,Latency_ns,MinorFaults,MajorFaults
137,1397,0,0
138,1467,0,0
139,1397,0,0
140,1467,0,0
141,1467,0,0
142,1467,0,0
143,1886,0,0
144,1397,0,0
145,1466,0,0
146,1886,0,0
147,1467,0,0
148,1467,0,0
149,1467,0,0
150,978,0,0
151,907,0,0
152,1467,0,0
153,1816,0,0
154,908,0,0
155,1466,0,0
156,978,0,0
157,1886,0,0
158,1467,0,0
159,1397,0,0
160,978,0,0
161,1397,0,0
162,978,0,0
163,1466,0,0
164,1397,0,0
165,908,0,0
166,1397,0,0
167,1397,0,0
168,978,0,0
169,1467,0,0
170,1397,0,0
171,978,0,0
172,978,0,0
173,908,0,0
174,1397,0,0
175,1467,0,0
176,978,0,0
177,1397,0,0
178,1467,0,0
179,977,0,0
180,1397,0,0
181,1397,0,0
182,1467,0,0
183,1397,0,0
184,908,0,0
185,978,0,0
186,908,0,0
187,1466,0,0
188,978,0,0
189,1396,0,0
190,1397,0,0
191,1397,0,0
192,1396,0,0
193,978,0,0
194,978,0,0
195,978,0,0
196,978,0,0
197,1886,0,0
198,1955,0,0
199,977,0,0
200,1397,0,0
201,978,0,0
202,1397,0,0
203,1397,0,0
204,1397,0,0
205,1467,0,0
206,1467,0,0
207,908,0,0
208,1467,0,0
209,1397,0,0
210,1467,0,0
211,908,0,0
212,1397,0,0
213,1467,0,0
214,1466,0,0
215,908,0,0
216,1467,0,0
217,978,0,0
218,1396,0,0
219,978,0,0
220,1397,0,0
221,1397,0,0
222,1397,0,0
223,978,0,0
224,1397,0,0
225,1397,0,0
226,1397,0,0
227,1885,0,0
228,1467,0,0
229,978,0,0
230,978,0,0
231,1886,0,0
232,1466,0,0
233,908,0,0
234,1397,0,0
235,1467,0,0
236,908,0,0
237,1467,0,0
238,977,0,0
239,1397,0,0
240,908,0,0
241,1956,0,0
242,1396,0,0
243,908,0,0
244,1467,0,0
245,978,0,0
246,1467,0,0
247,978,0,0
248,977,0,0
249,978,0,0
250,1397,0,0
251,908,0,0
252,908,0,0
253,1467,0,0
254,978,0,0
255,908,0,0
256,978,0,0
257,1467,0,0
258,1397,0,0
259,1467,0,0
260,908,0,0
261,1397,0,0
262,1466,0,0
263,1397,0,0
264,908,0,0
265,1396,0,0
266,1466,0,0
267,1467,0,0
268,978,0,0
269,1396,0,0
270,978,0,0
271,978,0,0
272,1886,0,0
273,1467,0,0
274,1397,0,0
275,1397,0,0
276,1467,0,0
277,1397,0,0
278,1397,0,0
279,908,0,0
280,978,0,0
281,1467,0,0
282,1467,0,0
283,1397,0,0
284,978,0,0
285,978,0,0
286,1397,0,0
287,1397,0,0
288,977,0,0
289,1467,0,0
290,1397,0,0
291,1397,0,0
292,978,0,0
293,1467,0,0
294,977,0,0
295,1397,0,0
296,1467,0,0
297,1467,0,0
298,1396,0,0
299,978,0,0
300,1467,0,0
301,978,0,0
302,978,0,0
303,1397,0,0
304,908,0,0
305,1466,0,0
306,1397,0,0
307,978,0,0
308,1467,0,0
309,978,0,0
310,1397,0,0
311,1397,0,0
312,1396,0,0
313,1466,0,0
314,908,0,0
315,978,0,0
316,1467,0,0
317,1396,0,0
318,978,0,0
319,1467,0,0
320,977,0,0
321,907,0,0
322,978,0,0
323,1886,0,0
324,1467,0,0
325,1397,0,0
326,1397,0,0
327,978,0,0
328,1466,0,0
329,1397,0,0
330,1397,0,0
331,1466,0,0
332,1467,0,0
333,1466,0,0
334,1397,0,0
335,978,0,0
336,1467,0,0
337,1466,0,0
338,908,0,0
339,1466,0,0
340,978,0,0
341,908,0,0
342,978,0,0
343,1397,0,0
344,1467,0,0
345,1467,0,0
346,1396,0,0
347,1467,0,0
348,1467,0,0
349,1397,0,0
350,978,0,0
351,1886,0,0
352,1397,0,0
353,1397,0,0
354,1466,0,0
355,1466,0,0
356,978,0,0
357,1467,0,0
358,908,0,0
359,978,0,0
360,978,0,0
361,978,0,0
362,1397,0,0
363,978,0,0
364,978,0,0
365,978,0,0
366,977,0,0
367,908,0,0
368,1396,0,0
369,978,0,0
370,1397,0,0
371,978,0,0
372,978,0,0
373,1467,0,0
374,1397,0,0
375,1396,0,0
376,1956,0,0
377,1396,0,0
378,1466,0,0
379,978,0,0
380,1466,0,0
381,1467,0,0
382,1467,0,0
383,1397,0,0
384,977,0,0
385,977,0,0
386,1467,0,0
387,908,0,0
388,1466,0,0
389,1397,0,0
390,1397,0,0
391,908,0,0
392,1466,0,0
393,1396,0,0
394,1467,0,0
395,1886,0,0
396,978,0,0
397,1397,0,0
398,1467,0,0
399,908,0,0
400,1467,0,0
401,1396,0,0
402,908,0,0
403,1397,0,0
404,1466,0,0
405,1467,0,0
406,1886,0,0
407,977,0,0
408,1467,0,0
409,1466,0,0
410,1467,0,0
411,908,0,0
412,1397,0,0
413,978,0,0
414,1397,0,0
415,977,0,0
416,1466,0,0
417,1397,0,0
418,978,0,0
419,978,0,0
420,908,0,0
421,1397,0,0
422,978,0,0
423,1467,0,0
424,908,0,0
425,1886,0,0
426,978,0,0
427,1397,0,0
428,1467,0,0
429,1886,0,0
430,1466,0,0
431,908,0,0
432,1467,0,0
433,1397,0,0
434,1886,0,0
435,1955,0,0
436,1955,0,0
437,978,0,0
438,1886,0,0
439,1886,0,0
440,1397,0,0
441,1467,0,0
442,1467,0,0
443,978,0,0
444,1467,0,0
445,978,0,0
446,1397,0,0
447,1467,0,0
448,1397,0,0
449,1397,0,0
450,1467,0,0
451,1396,0,0
452,1955,0,0
453,1397,0,0
454,1956,0,0
455,1396,0,0
456,1886,0,0
457,1396,0,0
458,1396,0,0
459,908,0,0
460,1956,0,0
461,1956,0,0
462,978,0,0
463,1467,0,0
464,978,0,0
465,1397,0,0
466,978,0,0
467,1466,0,0
468,978,0,0
469,1397,0,0
470,978,0,0
471,1467,0,0
472,1397,0,0
473,1467,0,0
474,1397,0,0
475,1397,0,0
476,1467,0,0
477,908,0,0
478,978,0,0
479,1397,0,0
480,978,0,0
481,978,0,0
482,978,0,0
483,1956,0,0
484,1467,0,0
485,1467,0,0
486,1816,0,0
487,908,0,0
488,1466,0,0
489,1467,0,0
490,1396,0,0
491,1467,0,0
492,1397,0,0
493,1396,0,0
494,1885,0,0
495,978,0,0
496,1467,0,0
497,1467,0,0
498,1886,0,0
499,1397,0,0
500,1885,0,0
501,1816,0,0
502,978,0,0
503,908,0,0
504,1885,0,0
505,1467,0,0
506,1397,0,0
507,1396,0,0
508,1467,0,0
509,1397,0,0
510,1467,0,0
511,1397,0,0
512,1885,0,0
513,1397,0,0
514,1886,0,0
515,1397,0,0
516,908,0,0
517,1956,0,0
518,1397,0,0
519,908,0,0
520,1886,0,0
521,978,0,0
522,1466,0,0
523,1397,0,0
524,1397,0,0
525,1466,0,0
526,1397,0,0
527,1397,0,0
528,1467,0,0
529,978,0,0
530,1467,0,0
531,1466,0,0
532,1467,0,0
533,1397,0,0
534,1396,0,0
535,1467,0,0
536,1466,0,0
537,978,0,0
538,1397,0,0
539,1467,0,0
540,1397,0,0
541,1397,0,0
542,1397,0,0
543,908,0,0
544,1467,0,0
545,1397,0,0
546,1956,0,0
547,1396,0,0
548,1956,0,0
549,1396,0,0
550,1397,0,0
551,1397,0,0
552,1466,0,0
553,1397,0,0
554,1886,0,0
555,1467,0,0
556,1466,0,0
557,1467,0,0
558,1466,0,0
559,1467,0,0
560,1467,0,0
561,1396,0,0
562,1467,0,0
563,1467,0,0
564,1397,0,0
565,908,0,0
566,1467,0,0
567,1467,0,0
568,978,0,0
569,978,0,0
570,1467,0,0
571,1397,0,0
572,1467,0,0
573,1467,0,0
574,1397,0,0
575,1396,0,0
576,977,0,0
577,1397,0,0
578,1956,0,0
579,1467,0,0
580,1467,0,0
581,1467,0,0
582,1885,0,0
583,1885,0,0
584,1886,0,0
585,1886,0,0
586,1956,0,0
587,978,0,0
588,1816,0,0
589,1397,0,0
590,1397,0,0
591,1396,0,0
592,1466,0,0
593,1466,0,0
594,1886,0,0
595,1397,0,0
596,1815,0,0
597,978,0,0
598,1466,0,0
599,978,0,0
600,1886,0,0
601,1466,0,0
602,1397,0,0
603,1886,0,0
604,1397,0,0
605,1955,0,0
606,1397,0,0
607,1397,0,0
608,1466,0,0
609,1886,0,0
610,1467,0,0
611,1467,0,0
612,907,0,0
613,1467,0,0
614,1467,0,0
615,1886,0,0
616,1467,0,0
617,1467,0,0
618,1956,0,0
619,1467,0,0
620,1396,0,0
621,1467,0,0
622,1396,0,0
623,1397,0,0
624,1466,0,0
625,1467,0,0
626,1397,0,0
627,1467,0,0
628,1397,0,0
629,1397,0,0
630,1467,0,0
631,1397,0,0
632,1885,0,0
633,1397,0,0
634,2375,0,0
635,1397,0,0
636,1397,0,0
637,977,0,0
638,978,0,0
639,1955,0,0
640,1956,0,0
641,978,0,0
642,978,0,0
643,1397,0,0
644,1397,0,0
645,1466,0,0
646,908,0,0
647,1397,0,0
648,978,0,0
649,1397,0,0
650,1466,0,0
651,1467,0,0
652,977,0,0
653,1956,0,0
654,1397,0,0
655,1397,0,0
656,1467,0,0
657,1886,0,0
658,1397,0,0
659,1467,0,0
660,1956,0,0
661,1397,0,0
662,1467,0,0
663,1397,0,0
664,1397,0,0
665,1397,0,0
666,1886,0,0
667,1467,0,0
668,1467,0,0
669,1467,0,0
670,1467,0,0
671,1467,0,0
672,1397,0,0
673,1467,0,0
674,1396,0,0
675,1886,0,0
676,1886,0,0
677,1886,0,0
678,1886,0,0
679,1956,0,0
680,1885,0,0
681,1885,0,0
682,1467,0,0
683,1397,0,0
684,978,0,0
685,1397,0,0
686,978,0,0
687,1397,0,0
688,1956,0,0
689,1397,0,0
690,1397,0,0
691,1956,0,0
692,1885,0,0
693,1886,0,0
694,1956,0,0
695,1467,0,0
696,1885,0,0
697,1886,0,0
698,1467,0,0
699,1396,0,0
700,1397,0,0
701,1467,0,0
702,1327,0,0
703,1397,0,0
704,1467,0,0
705,1955,0,0
706,908,0,0
707,1955,0,0
708,1816,0,0
709,2375,0,0
710,1886,0,0
711,1885,0,0
712,1956,0,0
713,978,0,0
714,1467,0,0
715,1467,0,0
716,1397,0,0
717,1467,0,0
718,1467,0,0
719,1466,0,0
720,978,0,0
721,1886,0,0
722,1397,0,0
723,978,0,0
724,1467,0,0
725,1886,0,0
726,1397,0,0
727,1467,0,0
728,1885,0,0
729,1886,0,0
730,1397,0,0
731,1466,0,0
732,1397,0,0
733,1956,0,0
734,1956,0,0
735,1885,0,0
736,1466,0,0
737,908,0,0
738,977,0,0
739,1955,0,0
740,1397,0,0
741,908,0,0
742,1397,0,0
743,1467,0,0
744,1886,0,0
745,1886,0,0
746,1886,0,0
747,1885,0,0
748,1886,0,0
749,1885,0,0
750,1397,0,0
751,978,0,0
752,1327,0,0
753,1467,0,0
754,1466,0,0
755,978,0,0
756,1396,0,0
757,1466,0,0
758,1397,0,0
759,1467,0,0
760,1396,0,0
761,1886,0,0
762,1397,0,0
763,1467,0,0
764,1396,0,0
765,1396,0,0
766,1467,0,0
767,1397,0,0
768,1397,0,0
769,1467,0,0
770,1466,0,0
771,1467,0,0
772,978,0,0
773,1397,0,0
774,1467,0,0
775,1396,0,0
776,1466,0,0
777,1397,0,0
778,1467,0,0
779,1397,0,0
780,978,0,0
781,1397,0,0
782,1467,0,0
783,908,0,0
784,1956,0,0
785,1886,0,0
786,1816,0,0
787,1467,0,0
788,1956,0,0
789,1396,0,0
790,1955,0,0
791,1397,0,0
792,978,0,0
793,1466,0,0
794,1397,0,0
795,1885,0,0
796,908,0,0
797,1816,0,0
798,1397,0,0
799,978,0,0
800,1467,0,0
801,1885,0,0
802,1467,0,0
803,1466,0,0
804,978,0,0
805,1467,0,0
806,1397,0,0
807,1467,0,0
808,1467,0,0
809,1886,0,0
810,977,0,0
811,1466,0,0
812,1397,0,0
813,1467,0,0
814,977,0,0
815,1955,0,0
816,1397,0,0
817,1955,0,0
818,1397,0,0
819,1397,0,0
820,1397,0,0
821,1397,0,0
822,1467,0,0
823,1397,0,0
824,1467,0,0
825,1467,0,0
826,1466,0,0
827,1397,0,0
828,1397,0,0
829,1397,0,0
830,1467,0,0
831,978,0,0
832,1397,0,0
833,1397,0,0
834,1467,0,0
835,1397,0,0
836,978,0,0
837,1886,0,0
838,1467,0,0
839,1816,0,0
840,1397,0,0
841,978,0,0
842,1396,0,0
843,1397,0,0
844,1466,0,0
845,1397,0,0
846,1885,0,0
847,1467,0,0
848,1467,0,0
849,1956,0,0
850,978,0,0
851,1397,0,0
852,1466,0,0
853,1397,0,0
854,1396,0,0
855,1397,0,0
856,1467,0,0
857,1397,0,0
858,1466,0,0
859,1467,0,0
860,1396,0,0
861,1397,0,0
862,1397,0,0
863,1955,0,0
864,1467,0,0
865,977,0,0
866,1397,0,0
867,977,0,0
868,1466,0,0
869,1467,0,0
870,1886,0,0
871,1467,0,0
872,1466,0,0
873,1467,0,0
874,908,0,0
875,1397,0,0
876,1397,0,0
877,1397,0,0
878,1397,0,0
879,978,0,0
880,1396,0,0
881,977,0,0
882,908,0,0
883,1397,0,0
884,1397,0,0
885,1467,0,0
886,1397,0,0
887,1397,0,0
888,1466,0,0
889,1467,0,0
890,1397,0,0
891,1467,0,0
892,1397,0,0
893,1467,0,0
894,1466,0,0
895,1397,0,0
896,1397,0,0
897,978,0,0
898,977,0,0
899,1466,0,0
900,1886,0,0
901,1467,0,0
902,1396,0,0
903,978,0,0
904,1397,0,0
905,1397,0,0
906,1467,0,0
907,978,0,0
908,1397,0,0
909,1397,0,0
910,978,0,0
911,1467,0,0
912,1397,0,0
913,1467,0,0
914,907,0,0
915,978,0,0
916,1467,0,0
917,908,0,0
918,907,0,0
919,908,0,0
920,1397,0,0
921,1467,0,0
922,1467,0,0
923,1466,0,0
924,1397,0,0
925,908,0,0
926,978,0,0
927,1397,0,0
928,1467,0,0
929,1396,0,0
930,1397,0,0
931,1397,0,0
932,1467,0,0
933,1467,0,0
934,1466,0,0
935,1397,0,0
936,1396,0,0
937,1397,0,0
938,978,0,0
939,1466,0,0
940,1397,0,0
941,1397,0,0
942,1397,0,0
943,1467,0,0
944,1397,0,0
945,1396,0,0
946,1466,0,0
947,1467,0,0
948,978,0,0
949,1396,0,0
950,1467,0,0
951,1396,0,0
952,1397,0,0
953,978,0,0
954,1467,0,0
955,978,0,0
956,1397,0,0
957,1467,0,0
958,489,0,0
959,1397,0,0
960,1397,0,0
961,1467,0,0
962,1397,0,0
963,1467,0,0
964,978,0,0
965,1466,0,0
966,1467,0,0
967,978,0,0
968,1467,0,0
969,1397,0,0
970,978,0,0
971,1397,0,0
972,908,0,0
973,1467,0,0
974,908,0,0
975,978,0,0
976,1396,0,0
977,1467,0,0
978,1467,0,0
979,977,0,0
980,1397,0,0
981,1397,0,0
982,1467,0,0
983,1397,0,0
984,1397,0,0
985,1397,0,0
986,977,0,0
987,1467,0,0
988,908,0,0
989,908,0,0
990,1467,0,0
991,1466,0,0
992,1397,0,0
993,1467,0,0
994,977,0,0
995,978,0,0
996,978,0,0
997,908,0,0
998,1396,0,0
999,978,0,0
